,ItemId,SubWorkCenter,LastModifiedDate_Hour,LastModifiedDate_Date,count(BoardId),ID,Date,Shift,Hour,Quantity,LineLeader,Bay,DivisionId,CreationDateTime,BreakTime,WorkOrderId,Company,Division,Description,Modality,Revision,BaseUOM,Batch_Management,SerialNumber_Profile,ShelfLife,ShelfLife_Date,MSD,Item_Category,MSLDetails
48,Items-BC-09230895-CH,BC-0001,13,3,13,786,2022-06-03,G,1900-01-01 13:31:50,45,BC_LineLeader_1,BC-0001,5,2022-06-03 05:08:00,0,W-321944,,,Items-BC-09230895-CH,BC,None,None,None,20230103 35-19-32,None,None,None,BC_CH,None
49,Items-EP-03466409-IN,EP-0001,17,1,13,233,2022-06-01,G,1900-01-01 17:31:50,40,EP_LineLeader_1,EP-0001,1,2022-06-01 06:10:00,0,W-119391,,,Items-EP-03466409-IN,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_IN,None
50,Items-EP-03466409-IN,EP-0001,17,1,13,232,2022-06-01,G,1900-01-01 17:31:50,40,EP_LineLeader_1,EP-0001,1,2022-06-01 06:08:00,0,W-119391,,,Items-EP-03466409-IN,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_IN,None
51,Items-EP-03466409-IN,EP-0001,11,2,9,355,2022-06-02,G,1900-01-01 11:31:50,18,EP_LineLeader_1,EP-0001,1,2022-06-02 11:08:00,60,W-393161,,,Items-EP-03466409-IN,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_IN,None
52,Items-EP-03466409-IN,EP-0001,16,2,13,356,2022-06-02,G,1900-01-01 16:31:50,18,EP_LineLeader_1,EP-0001,1,2022-06-02 11:10:00,60,W-393161,,,Items-EP-03466409-IN,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_IN,None
53,Items-EP-07185699-JP,EP-0001,16,3,8,615,2022-06-03,G,1900-01-01 16:31:50,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:10:00,30,W-636947,,,Items-EP-07185699-JP,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_JP,None
54,Items-EE-01947410-JP,EE-0001,15,1,21,31,2022-06-01,G,1900-01-01 15:31:50,18,EE_LineLeader_1,EE-0001,4,2022-06-01 21:14:00,30,W-760167,,,Items-EE-01947410-JP,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_JP,None
55,Items-EE-01947410-JP,EE-0001,15,1,21,30,2022-06-01,G,1900-01-01 15:31:50,18,EE_LineLeader_1,EE-0001,4,2022-06-01 21:12:00,0,W-760167,,,Items-EE-01947410-JP,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_JP,None
56,Items-EE-01947410-JP,EE-0001,15,1,21,27,2022-06-01,G,1900-01-01 15:31:50,18,EE_LineLeader_1,EE-0001,4,2022-06-01 21:06:00,60,W-760167,,,Items-EE-01947410-JP,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_JP,None
57,Items-SB-02734397-IN,SB-0001,9,2,6,451,2022-06-02,G,1900-01-01 09:31:50,51,SB_LineLeader_1,SB-0001,3,2022-06-02 03:04:00,0,W-341094,,,Items-SB-02734397-IN,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_IN,None
58,Items-TS-04699105-UK,TS-0001,17,2,8,529,2022-06-02,G,1900-01-01 17:31:50,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:20:00,60,W-857577,,,Items-TS-04699105-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
59,Items-EP-04550702-BR,EP-0001,10,1,8,216,2022-06-01,G,1900-01-01 10:31:50,32,EP_LineLeader_1,EP-0001,1,2022-06-01 06:08:00,0,W-422604,,,Items-EP-04550702-BR,EP,None,None,None,2023-01-03 19:35:32,None,None,None,EP_BR,None
60,Items-EP-04550702-BR,EP-0001,10,1,8,213,2022-06-01,G,1900-01-01 10:31:50,32,EP_LineLeader_1,EP-0001,1,2022-06-01 06:02:00,30,W-422604,,,Items-EP-04550702-BR,EP,None,None,None,2023-01-03 19:35:32,None,None,None,EP_BR,None
61,Items-SB-06392547-CH,SB-0001,20,2,14,435,2022-06-02,G,1900-01-01 20:31:50,83,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,0,W-747998,,,Items-SB-06392547-CH,SB,None,None,None,03/01/2023 35:19:32,None,None,None,SB_CH,None
62,Items-SB-02546091-IN,SB-0001,14,3,12,576,2022-06-03,G,1900-01-01 14:31:50,31,SB_LineLeader_1,SB-0001,3,2022-06-03 06:10:00,30,W-680260,,,Items-SB-02546091-IN,SB,None,None,None,2023-01-03 19:35:32,None,None,None,SB_IN,None
63,Items-SB-02546091-IN,SB-0001,14,3,12,573,2022-06-03,G,1900-01-01 14:31:50,30,SB_LineLeader_1,SB-0001,3,2022-06-03 06:04:00,0,W-680260,,,Items-SB-02546091-IN,SB,None,None,None,2023-01-03 19:35:32,None,None,None,SB_IN,None
64,Items-SB-02546091-IN,SB-0001,14,3,12,572,2022-06-03,G,1900-01-01 14:31:50,30,SB_LineLeader_1,SB-0001,3,2022-06-03 06:02:00,60,W-680260,,,Items-SB-02546091-IN,SB,None,None,None,2023-01-03 19:35:32,None,None,None,SB_IN,None
65,Items-BC-06673555-BR,BC-0001,11,3,4,578,2022-06-03,G,1900-01-01 11:31:50,68,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,60,W-779356,,,Items-BC-06673555-BR,BC,None,None,None,20230103 35-19-32,None,None,None,BC_BR,None
66,Items-EE-07197264-UK,EE-0001,17,2,20,411,2022-06-02,G,1900-01-01 17:31:50,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:18:00,0,W-969893,,,Items-EE-07197264-UK,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_UK,None
67,Items-EE-07197264-UK,EE-0001,17,2,20,408,2022-06-02,G,1900-01-01 17:31:50,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:12:00,60,W-969893,,,Items-EE-07197264-UK,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_UK,None
68,Items-EP-00081648-CH,EP-0001,15,3,7,567,2022-06-03,G,1900-01-01 15:31:50,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:06:00,0,W-306570,,,Items-EP-00081648-CH,EP,None,None,None,2023-01-03 35:19:32,None,None,None,EP_CH,None
69,Items-EP-00081648-CH,EP-0001,15,3,7,566,2022-06-03,G,1900-01-01 15:31:50,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:04:00,60,W-306570,,,Items-EP-00081648-CH,EP,None,None,None,2023-01-03 35:19:32,None,None,None,EP_CH,None
70,Items-BC-04459113-US,BC-0001,17,1,13,48,2022-06-01,G,1900-01-01 17:31:50,24,BC_LineLeader_1,BC-0001,5,2022-06-01 21:18:00,60,W-666164,,,Items-BC-04459113-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
71,Items-SB-09133837-BR,SB-0001,14,2,29,413,2022-06-02,G,1900-01-01 14:31:50,57,SB_LineLeader_1,SB-0001,3,2022-06-02 11:04:00,0,W-970357,,,Items-SB-09133837-BR,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_BR,None
72,Items-SB-09133837-BR,SB-0001,14,2,29,401,2022-06-02,G,1900-01-01 14:31:50,54,SB_LineLeader_1,SB-0001,3,2022-06-02 11:06:00,0,W-109858,,,Items-SB-09133837-BR,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_BR,None
73,Items-BC-09039142-BR,BC-0001,11,1,6,247,2022-06-01,G,1900-01-01 11:31:50,31,BC_LineLeader_1,BC-0001,5,2022-06-01 06:10:00,0,W-767892,,,Items-BC-09039142-BR,BC,None,None,None,2023-01-03 19:35:32,None,None,None,BC_BR,None
74,Items-TS-04165340-US,TS-0001,18,2,15,328,2022-06-02,G,1900-01-01 18:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-02 11:08:00,30,W-133056,,,Items-TS-04165340-US,TS,None,None,None,20230103 35-19-32,None,None,None,TS_US,None
75,Items-BC-08035102-BR,BC-0001,11,2,9,336,2022-06-02,G,1900-01-01 11:31:50,50,BC_LineLeader_1,BC-0001,5,2022-06-02 11:04:00,60,W-236865,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
76,Items-BC-08035102-BR,BC-0001,11,2,9,335,2022-06-02,G,1900-01-01 11:31:50,50,BC_LineLeader_1,BC-0001,5,2022-06-02 11:02:00,60,W-236865,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
77,Items-TS-00223294-BR,TS-0001,20,1,24,129,2022-06-01,G,1900-01-01 20:31:50,40,TS_LineLeader_1,TS-0001,2,2022-06-01 21:12:00,0,W-619485,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
78,Items-EE-03921377-JP,EE-0001,15,1,20,133,2022-06-01,G,1900-01-01 15:31:50,37,EE_LineLeader_1,EE-0001,4,2022-06-01 21:08:00,0,W-411354,,,Items-EE-03921377-JP,EE,None,None,None,20230103 35-19-32,None,None,None,EE_JP,None
79,Items-EE-02512664-IN,EE-0001,16,1,30,276,2022-06-01,G,1900-01-01 16:31:50,24,EE_LineLeader_1,EE-0001,4,2022-06-01 06:08:00,60,W-58736,,,Items-EE-02512664-IN,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_IN,None
80,Items-EP-07767398-CH,EP-0001,16,2,26,505,2022-06-02,G,1900-01-01 16:31:50,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:02:00,30,W-673166,,,Items-EP-07767398-CH,EP,None,None,None,20230103 35-19-32,None,None,None,EP_CH,None
81,Items-EP-07767398-CH,EP-0001,16,2,26,304,2022-06-02,G,1900-01-01 16:31:50,43,EP_LineLeader_1,EP-0001,1,2022-06-02 11:08:00,0,W-633743,,,Items-EP-07767398-CH,EP,None,None,None,20230103 35-19-32,None,None,None,EP_CH,None
82,Items-TS-01948203-UK,TS-0001,11,3,8,658,2022-06-03,G,1900-01-01 11:31:50,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:06:00,60,W-827075,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
83,Items-TS-00223294-BR,TS-0001,11,1,5,126,2022-06-01,G,1900-01-01 11:31:50,39,TS_LineLeader_1,TS-0001,2,2022-06-01 21:06:00,60,W-619485,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
84,Items-EP-00105503-JP,EP-0001,11,1,6,253,2022-06-01,G,1900-01-01 11:31:50,38,EP_LineLeader_1,EP-0001,1,2022-06-01 06:02:00,30,W-749695,,,Items-EP-00105503-JP,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_JP,None
85,Items-BC-08035102-BR,BC-0001,10,3,15,602,2022-06-03,G,1900-01-01 10:31:50,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:08:00,0,W-355498,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
86,Items-BC-08035102-BR,BC-0001,10,3,15,599,2022-06-03,G,1900-01-01 10:31:50,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,60,W-355498,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
87,Items-SB-06861728-JP,SB-0001,13,3,13,716,2022-06-03,G,1900-01-01 13:31:50,32,SB_LineLeader_1,SB-0001,3,2022-06-03 05:16:00,60,W-643440,,,Items-SB-06861728-JP,SB,None,None,None,03/01/2023 35:19:32,None,None,None,SB_JP,None
88,Items-TS-08597855-US,TS-0001,10,1,4,181,2022-06-01,G,1900-01-01 10:31:50,20,TS_LineLeader_1,TS-0001,2,2022-06-01 06:14:00,30,W-320335,,,Items-TS-08597855-US,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_US,None
89,Items-EE-02512664-IN,EE-0001,12,1,24,286,2022-06-01,G,1900-01-01 12:31:50,57,EE_LineLeader_1,EE-0001,4,2022-06-01 06:08:00,0,W-34644,,,Items-EE-02512664-IN,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_IN,None
90,Items-EE-02512664-IN,EE-0001,12,1,24,275,2022-06-01,G,1900-01-01 12:31:50,23,EE_LineLeader_1,EE-0001,4,2022-06-01 06:06:00,0,W-58736,,,Items-EE-02512664-IN,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_IN,None
91,Items-TS-00689461-BR,TS-0001,20,4,13,948,2022-06-04,G,1900-01-01 20:31:50,18,TS_LineLeader_1,TS-0001,2,2022-06-04 17:06:00,60,W-239767,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
92,Items-TS-00223294-BR,TS-0001,20,3,12,705,2022-06-03,G,1900-01-01 20:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-03 05:12:00,0,W-323023,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
93,Items-TS-03528268-BR,TS-0001,9,1,4,164,2022-06-01,G,1900-01-01 09:31:50,22,TS_LineLeader_1,TS-0001,2,2022-06-01 06:08:00,0,W-159846,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
94,Items-EP-00081648-CH,EP-0001,15,1,18,272,2022-06-01,G,1900-01-01 15:31:50,32,EP_LineLeader_1,EP-0001,1,2022-06-01 06:12:00,0,W-172692,,,Items-EP-00081648-CH,EP,None,None,None,2023-01-03 35:19:32,None,None,None,EP_CH,None
