ItemId,SubWorkCenter,LastModifiedDate_Date,LastModifiedDate_Hour,BoardId
Items-BC-00366822-IN,BC-0001,2,13,10
Items-BC-00366822-IN,BC-0001,2,14,16
Items-BC-00366822-IN,BC-0001,2,15,13
Items-BC-00366822-IN,BC-0001,2,16,13
Items-BC-00366822-IN,BC-0001,2,17,11
Items-BC-00366822-IN,BC-0001,2,18,18
Items-BC-00366822-IN,BC-0001,2,19,7
Items-BC-00366822-IN,BC-0001,2,20,8
Items-BC-00366822-IN,BC-0001,2,21,4
Items-BC-00366822-IN,BC-0001,2,22,5
Items-BC-00366822-IN,BC-0001,2,23,4
Items-BC-00366822-IN,BC-0001,3,0,5
Items-BC-00366822-IN,BC-0001,3,1,1
Items-BC-00366822-IN,BC-0001,3,9,8
Items-BC-00366822-IN,BC-0001,3,10,9
Items-BC-00366822-IN,BC-0001,3,11,6
Items-BC-00366822-IN,BC-0001,3,12,4
Items-BC-00366822-IN,BC-0001,3,13,16
Items-BC-00366822-IN,BC-0001,3,14,15
Items-BC-00366822-IN,BC-0001,3,15,13
Items-BC-00366822-IN,BC-0001,3,16,10
Items-BC-00366822-IN,BC-0001,3,17,6
Items-BC-00366822-IN,BC-0001,3,18,3
Items-BC-00366822-IN,BC-0001,3,19,5
Items-BC-00366822-IN,BC-0001,3,20,10
Items-BC-00366822-IN,BC-0001,3,21,9
Items-BC-00366822-IN,BC-0001,3,22,4
Items-BC-00366822-IN,BC-0001,7,10,5
Items-BC-00366822-IN,BC-0001,7,11,9
Items-BC-00366822-IN,BC-0001,7,12,5
Items-BC-00366822-IN,BC-0001,7,13,5
Items-BC-00366822-IN,BC-0001,7,14,2
Items-BC-00366822-IN,BC-0001,7,15,3
Items-BC-00366822-IN,BC-0001,7,16,6
Items-BC-00366822-IN,BC-0001,7,17,11
Items-BC-00366822-IN,BC-0001,7,18,11
Items-BC-00366822-IN,BC-0001,7,19,23
Items-BC-00366822-IN,BC-0001,7,20,27
Items-BC-00366822-IN,BC-0001,7,21,16
Items-BC-00366822-IN,BC-0001,7,22,13
Items-BC-00366822-IN,BC-0001,7,23,2
Items-BC-00366822-IN,BC-0001,8,11,5
Items-BC-00366822-IN,BC-0001,8,12,10
Items-BC-00366822-IN,BC-0001,8,13,14
Items-BC-00366822-IN,BC-0001,8,14,20
Items-BC-00366822-IN,BC-0001,8,15,16
Items-BC-00366822-IN,BC-0001,8,16,15
Items-BC-00366822-IN,BC-0001,8,17,8
Items-BC-00366822-IN,BC-0001,8,18,5
Items-BC-00366822-IN,BC-0001,8,19,5
Items-BC-00366822-IN,BC-0001,8,20,11
Items-BC-00366822-IN,BC-0001,8,21,8
Items-BC-00366822-IN,BC-0001,8,22,4
Items-BC-00366822-IN,BC-0001,9,9,5
Items-BC-00366822-IN,BC-0001,9,10,6
Items-BC-00366822-IN,BC-0001,9,11,9
Items-BC-00366822-IN,BC-0001,9,12,7
Items-BC-00366822-IN,BC-0001,9,13,10
Items-BC-00366822-IN,BC-0001,9,14,9
Items-BC-00366822-IN,BC-0001,9,15,5
Items-BC-00366822-IN,BC-0001,9,16,5
Items-BC-00366822-IN,BC-0001,9,17,9
Items-BC-00366822-IN,BC-0001,9,18,14
Items-BC-00366822-IN,BC-0001,9,19,14
Items-BC-00366822-IN,BC-0001,9,20,11
Items-BC-00366822-IN,BC-0001,9,21,13
Items-BC-00366822-IN,BC-0001,9,22,13
Items-BC-00366822-IN,BC-0001,9,23,2
Items-BC-00797195-JP,BC-0001,1,9,8
Items-BC-00797195-JP,BC-0001,1,10,11
Items-BC-00797195-JP,BC-0001,1,11,10
Items-BC-00797195-JP,BC-0001,1,12,7
Items-BC-00797195-JP,BC-0001,1,13,10
Items-BC-00797195-JP,BC-0001,1,14,10
Items-BC-00797195-JP,BC-0001,1,15,7
Items-BC-00797195-JP,BC-0001,1,16,7
Items-BC-00797195-JP,BC-0001,1,17,13
Items-BC-00797195-JP,BC-0001,1,18,16
Items-BC-00797195-JP,BC-0001,1,19,15
Items-BC-00797195-JP,BC-0001,1,20,21
Items-BC-00797195-JP,BC-0001,1,21,22
Items-BC-00797195-JP,BC-0001,1,22,19
Items-BC-00797195-JP,BC-0001,1,23,13
Items-BC-00797195-JP,BC-0001,2,0,9
Items-BC-00797195-JP,BC-0001,2,1,7
Items-BC-00797195-JP,BC-0001,2,2,6
Items-BC-00797195-JP,BC-0001,2,3,3
Items-BC-00797195-JP,BC-0001,2,4,5
Items-BC-00797195-JP,BC-0001,2,5,2
Items-BC-00797195-JP,BC-0001,2,6,3
Items-BC-00797195-JP,BC-0001,2,7,4
Items-BC-00797195-JP,BC-0001,2,8,4
Items-BC-00797195-JP,BC-0001,2,9,10
Items-BC-00797195-JP,BC-0001,2,10,8
Items-BC-00797195-JP,BC-0001,2,11,6
Items-BC-00797195-JP,BC-0001,2,12,15
Items-BC-00797195-JP,BC-0001,2,13,22
Items-BC-00797195-JP,BC-0001,2,14,16
Items-BC-00797195-JP,BC-0001,2,15,9
Items-BC-00797195-JP,BC-0001,2,19,4
Items-BC-00797195-JP,BC-0001,2,20,5
Items-BC-00797195-JP,BC-0001,2,21,9
Items-BC-00797195-JP,BC-0001,2,22,4
Items-BC-00797195-JP,BC-0001,2,23,1
Items-BC-00797195-JP,BC-0001,3,11,2
Items-BC-00797195-JP,BC-0001,3,12,6
Items-BC-00797195-JP,BC-0001,3,13,12
Items-BC-00797195-JP,BC-0001,3,14,10
Items-BC-00797195-JP,BC-0001,3,15,7
Items-BC-00797195-JP,BC-0001,3,16,11
Items-BC-00797195-JP,BC-0001,3,17,8
Items-BC-00797195-JP,BC-0001,3,18,5
Items-BC-00797195-JP,BC-0001,3,19,8
Items-BC-00797195-JP,BC-0001,3,20,13
Items-BC-00797195-JP,BC-0001,3,21,13
Items-BC-00797195-JP,BC-0001,3,22,12
Items-BC-00797195-JP,BC-0001,3,23,11
Items-BC-00797195-JP,BC-0001,4,0,11
Items-BC-00797195-JP,BC-0001,4,1,5
Items-BC-00797195-JP,BC-0001,7,12,12
Items-BC-00797195-JP,BC-0001,7,13,15
Items-BC-00797195-JP,BC-0001,7,14,16
Items-BC-00797195-JP,BC-0001,7,15,13
Items-BC-00797195-JP,BC-0001,7,16,12
Items-BC-00797195-JP,BC-0001,7,17,8
Items-BC-00797195-JP,BC-0001,7,18,6
Items-BC-00797195-JP,BC-0001,7,19,2
Items-BC-00797195-JP,BC-0001,7,20,7
Items-BC-00797195-JP,BC-0001,7,21,9
Items-BC-00797195-JP,BC-0001,7,22,8
Items-BC-00797195-JP,BC-0001,7,23,9
Items-BC-00797195-JP,BC-0001,8,0,10
Items-BC-00797195-JP,BC-0001,8,1,3
Items-BC-00797195-JP,BC-0001,9,12,2
Items-BC-00797195-JP,BC-0001,9,13,3
Items-BC-00797195-JP,BC-0001,9,14,4
Items-BC-00797195-JP,BC-0001,9,15,2
Items-BC-00797195-JP,BC-0001,9,16,4
Items-BC-00797195-JP,BC-0001,9,17,3
Items-BC-00797195-JP,BC-0001,9,18,5
Items-BC-00797195-JP,BC-0001,9,19,5
Items-BC-00797195-JP,BC-0001,9,20,3
Items-BC-00797195-JP,BC-0001,9,21,5
Items-BC-00797195-JP,BC-0001,9,22,4
Items-BC-00797195-JP,BC-0001,9,23,4
Items-BC-00797195-JP,BC-0001,10,0,3
Items-BC-00797195-JP,BC-0001,10,1,6
Items-BC-00797195-JP,BC-0001,10,2,5
Items-BC-00797195-JP,BC-0001,10,3,5
Items-BC-00797195-JP,BC-0001,10,4,3
Items-BC-00797195-JP,BC-0001,10,5,6
Items-BC-00797195-JP,BC-0001,10,6,3
Items-BC-00797195-JP,BC-0001,10,7,6
Items-BC-00797195-JP,BC-0001,10,8,4
Items-BC-00797195-JP,BC-0001,10,9,4
Items-BC-00797195-JP,BC-0001,10,10,3
Items-BC-00797195-JP,BC-0001,10,11,5
Items-BC-00797195-JP,BC-0001,10,12,5
Items-BC-00797195-JP,BC-0001,10,13,4
Items-BC-00797195-JP,BC-0001,10,14,6
Items-BC-00797195-JP,BC-0001,10,15,4
Items-BC-00797195-JP,BC-0001,10,16,2
Items-BC-00797195-JP,BC-0001,10,17,5
Items-BC-01252357-US,BC-0001,1,10,9
Items-BC-01252357-US,BC-0001,1,11,9
Items-BC-01252357-US,BC-0001,1,12,10
Items-BC-01252357-US,BC-0001,1,13,19
Items-BC-01252357-US,BC-0001,1,14,33
Items-BC-01252357-US,BC-0001,1,15,36
Items-BC-01252357-US,BC-0001,1,16,35
Items-BC-01252357-US,BC-0001,1,17,35
Items-BC-01252357-US,BC-0001,1,18,33
Items-BC-01252357-US,BC-0001,1,19,32
Items-BC-01252357-US,BC-0001,1,20,23
Items-BC-01252357-US,BC-0001,1,21,12
Items-BC-01252357-US,BC-0001,1,22,7
Items-BC-01252357-US,BC-0001,1,23,2
Items-BC-01252357-US,BC-0001,4,11,8
Items-BC-01252357-US,BC-0001,4,12,9
Items-BC-01252357-US,BC-0001,4,13,8
Items-BC-01252357-US,BC-0001,4,14,7
Items-BC-01252357-US,BC-0001,4,15,11
Items-BC-01252357-US,BC-0001,4,16,12
Items-BC-01252357-US,BC-0001,4,17,12
Items-BC-01252357-US,BC-0001,4,18,15
Items-BC-01252357-US,BC-0001,4,19,10
Items-BC-01252357-US,BC-0001,4,20,11
Items-BC-01252357-US,BC-0001,4,21,7
Items-BC-01252357-US,BC-0001,4,22,8
Items-BC-01252357-US,BC-0001,4,23,7
Items-BC-01252357-US,BC-0001,5,0,8
Items-BC-01252357-US,BC-0001,5,1,4
Items-BC-01252357-US,BC-0001,5,2,3
Items-BC-01252357-US,BC-0001,5,9,4
Items-BC-01252357-US,BC-0001,5,10,9
Items-BC-01252357-US,BC-0001,5,11,13
Items-BC-01252357-US,BC-0001,5,12,23
Items-BC-01252357-US,BC-0001,5,13,24
Items-BC-01252357-US,BC-0001,5,14,27
Items-BC-01252357-US,BC-0001,5,15,20
Items-BC-01252357-US,BC-0001,5,16,13
Items-BC-01252357-US,BC-0001,5,17,5
Items-BC-01252357-US,BC-0001,5,18,2
Items-BC-01252357-US,BC-0001,5,20,5
Items-BC-01252357-US,BC-0001,5,21,5
Items-BC-01252357-US,BC-0001,5,22,5
Items-BC-01252357-US,BC-0001,5,23,5
Items-BC-01252357-US,BC-0001,7,10,8
Items-BC-01252357-US,BC-0001,7,11,10
Items-BC-01252357-US,BC-0001,7,12,11
Items-BC-01252357-US,BC-0001,7,13,19
Items-BC-01252357-US,BC-0001,7,14,12
Items-BC-01252357-US,BC-0001,7,15,11
Items-BC-01252357-US,BC-0001,7,16,10
Items-BC-01252357-US,BC-0001,7,17,8
Items-BC-01252357-US,BC-0001,7,18,6
Items-BC-01252357-US,BC-0001,7,19,3
Items-BC-01252357-US,BC-0001,7,20,12
Items-BC-01252357-US,BC-0001,7,21,14
Items-BC-01252357-US,BC-0001,7,22,12
Items-BC-01252357-US,BC-0001,7,23,11
Items-BC-01252357-US,BC-0001,8,0,7
Items-BC-01252357-US,BC-0001,8,1,6
Items-BC-01252357-US,BC-0001,8,2,5
Items-BC-01252357-US,BC-0001,8,3,4
Items-BC-01252357-US,BC-0001,8,4,5
Items-BC-01252357-US,BC-0001,8,5,1
Items-BC-01252357-US,BC-0001,8,6,4
Items-BC-01252357-US,BC-0001,8,7,4
Items-BC-01252357-US,BC-0001,8,8,5
Items-BC-01252357-US,BC-0001,8,9,5
Items-BC-01252357-US,BC-0001,8,10,4
Items-BC-01252357-US,BC-0001,8,11,6
Items-BC-01252357-US,BC-0001,8,12,4
Items-BC-01252357-US,BC-0001,8,13,1
Items-BC-01462424-JP,BC-0001,4,10,4
Items-BC-01462424-JP,BC-0001,4,11,5
Items-BC-01462424-JP,BC-0001,4,12,5
Items-BC-01462424-JP,BC-0001,4,13,8
Items-BC-01462424-JP,BC-0001,4,14,12
Items-BC-01462424-JP,BC-0001,4,15,11
Items-BC-01462424-JP,BC-0001,4,16,13
Items-BC-01462424-JP,BC-0001,4,17,7
Items-BC-01462424-JP,BC-0001,4,18,9
Items-BC-01462424-JP,BC-0001,4,19,9
Items-BC-01462424-JP,BC-0001,4,20,9
Items-BC-01462424-JP,BC-0001,4,21,6
Items-BC-01462424-JP,BC-0001,4,22,1
Items-BC-01462424-JP,BC-0001,6,9,13
Items-BC-01462424-JP,BC-0001,6,10,10
Items-BC-01462424-JP,BC-0001,6,11,12
Items-BC-01462424-JP,BC-0001,6,12,15
Items-BC-01462424-JP,BC-0001,6,13,20
Items-BC-01462424-JP,BC-0001,6,14,18
Items-BC-01462424-JP,BC-0001,6,15,17
Items-BC-01462424-JP,BC-0001,6,16,23
Items-BC-01462424-JP,BC-0001,6,17,25
Items-BC-01462424-JP,BC-0001,6,18,28
Items-BC-01462424-JP,BC-0001,6,19,22
Items-BC-01462424-JP,BC-0001,6,20,13
Items-BC-01462424-JP,BC-0001,6,21,12
Items-BC-01462424-JP,BC-0001,6,22,1
Items-BC-01462424-JP,BC-0001,7,16,5
Items-BC-01462424-JP,BC-0001,7,17,6
Items-BC-01462424-JP,BC-0001,7,18,4
Items-BC-01462424-JP,BC-0001,7,19,5
Items-BC-01462424-JP,BC-0001,7,20,6
Items-BC-01462424-JP,BC-0001,7,21,3
Items-BC-01462424-JP,BC-0001,7,22,4
Items-BC-01462424-JP,BC-0001,7,23,4
Items-BC-01462424-JP,BC-0001,8,0,2
Items-BC-01462424-JP,BC-0001,8,1,4
Items-BC-01462424-JP,BC-0001,8,2,5
Items-BC-01462424-JP,BC-0001,8,3,3
Items-BC-01462424-JP,BC-0001,8,4,6
Items-BC-01462424-JP,BC-0001,8,5,3
Items-BC-01462424-JP,BC-0001,8,6,5
Items-BC-01462424-JP,BC-0001,8,7,3
Items-BC-01462424-JP,BC-0001,8,8,4
Items-BC-01462424-JP,BC-0001,8,9,4
Items-BC-01462424-JP,BC-0001,8,10,5
Items-BC-01462424-JP,BC-0001,8,11,3
Items-BC-01462424-JP,BC-0001,8,12,4
Items-BC-01462424-JP,BC-0001,8,13,6
Items-BC-01462424-JP,BC-0001,8,14,4
Items-BC-01462424-JP,BC-0001,8,15,4
Items-BC-01462424-JP,BC-0001,8,16,3
Items-BC-01462424-JP,BC-0001,8,17,2
Items-BC-01462424-JP,BC-0001,8,18,4
Items-BC-01462424-JP,BC-0001,9,9,5
Items-BC-01462424-JP,BC-0001,9,10,8
Items-BC-01462424-JP,BC-0001,9,11,9
Items-BC-01462424-JP,BC-0001,9,12,8
Items-BC-01462424-JP,BC-0001,9,13,3
Items-BC-01462424-JP,BC-0001,9,16,11
Items-BC-01462424-JP,BC-0001,9,17,17
Items-BC-01462424-JP,BC-0001,9,18,18
Items-BC-01462424-JP,BC-0001,9,19,17
Items-BC-01462424-JP,BC-0001,9,20,6
Items-BC-02414724-JP,BC-0001,3,14,3
Items-BC-02414724-JP,BC-0001,3,15,10
Items-BC-02414724-JP,BC-0001,3,16,9
Items-BC-02414724-JP,BC-0001,3,17,7
Items-BC-02414724-JP,BC-0001,3,18,10
Items-BC-02414724-JP,BC-0001,3,19,11
Items-BC-02414724-JP,BC-0001,3,20,12
Items-BC-02414724-JP,BC-0001,3,21,11
Items-BC-02414724-JP,BC-0001,3,22,7
Items-BC-02414724-JP,BC-0001,3,23,8
Items-BC-02414724-JP,BC-0001,4,0,2
Items-BC-02414724-JP,BC-0001,4,1,4
Items-BC-02414724-JP,BC-0001,4,2,6
Items-BC-02414724-JP,BC-0001,4,3,5
Items-BC-02414724-JP,BC-0001,4,4,4
Items-BC-02414724-JP,BC-0001,4,9,3
Items-BC-02414724-JP,BC-0001,4,10,6
Items-BC-02414724-JP,BC-0001,4,11,11
Items-BC-02414724-JP,BC-0001,4,12,20
Items-BC-02414724-JP,BC-0001,4,13,15
Items-BC-02414724-JP,BC-0001,4,14,9
Items-BC-02414724-JP,BC-0001,4,15,1
Items-BC-02414724-JP,BC-0001,4,17,5
Items-BC-02414724-JP,BC-0001,4,18,5
Items-BC-02414724-JP,BC-0001,4,19,9
Items-BC-02414724-JP,BC-0001,4,20,10
Items-BC-02414724-JP,BC-0001,4,21,12
Items-BC-02414724-JP,BC-0001,4,22,4
Items-BC-02414724-JP,BC-0001,4,23,2
Items-BC-02414724-JP,BC-0001,7,9,14
Items-BC-02414724-JP,BC-0001,7,10,20
Items-BC-02414724-JP,BC-0001,7,11,16
Items-BC-02414724-JP,BC-0001,7,12,23
Items-BC-02414724-JP,BC-0001,7,13,23
Items-BC-02414724-JP,BC-0001,7,14,19
Items-BC-02414724-JP,BC-0001,7,15,31
Items-BC-02414724-JP,BC-0001,7,16,22
Items-BC-02414724-JP,BC-0001,7,17,31
Items-BC-02414724-JP,BC-0001,7,18,21
Items-BC-02414724-JP,BC-0001,7,19,21
Items-BC-02414724-JP,BC-0001,7,20,21
Items-BC-02414724-JP,BC-0001,7,21,22
Items-BC-02414724-JP,BC-0001,7,22,15
Items-BC-02414724-JP,BC-0001,7,23,9
Items-BC-02610967-US,BC-0001,1,9,5
Items-BC-02610967-US,BC-0001,1,10,2
Items-BC-02610967-US,BC-0001,1,11,8
Items-BC-02610967-US,BC-0001,1,12,9
Items-BC-02610967-US,BC-0001,1,13,17
Items-BC-02610967-US,BC-0001,1,14,10
Items-BC-02610967-US,BC-0001,1,15,20
Items-BC-02610967-US,BC-0001,1,16,21
Items-BC-02610967-US,BC-0001,1,17,16
Items-BC-02610967-US,BC-0001,1,18,14
Items-BC-02610967-US,BC-0001,1,19,12
Items-BC-02610967-US,BC-0001,1,20,7
Items-BC-02610967-US,BC-0001,1,21,4
Items-BC-02610967-US,BC-0001,1,22,5
Items-BC-02610967-US,BC-0001,1,23,1
Items-BC-02610967-US,BC-0001,3,9,4
Items-BC-02610967-US,BC-0001,3,10,5
Items-BC-02610967-US,BC-0001,3,11,4
Items-BC-02610967-US,BC-0001,3,12,4
Items-BC-02610967-US,BC-0001,3,13,4
Items-BC-02610967-US,BC-0001,3,14,8
Items-BC-02610967-US,BC-0001,3,15,9
Items-BC-02610967-US,BC-0001,3,16,8
Items-BC-02610967-US,BC-0001,3,17,12
Items-BC-02610967-US,BC-0001,3,18,9
Items-BC-02610967-US,BC-0001,3,19,23
Items-BC-02610967-US,BC-0001,3,20,23
Items-BC-02610967-US,BC-0001,3,21,14
Items-BC-02610967-US,BC-0001,3,22,12
Items-BC-02610967-US,BC-0001,3,23,8
Items-BC-02610967-US,BC-0001,4,0,1
Items-BC-02610967-US,BC-0001,4,16,6
Items-BC-02610967-US,BC-0001,4,17,4
Items-BC-02610967-US,BC-0001,4,18,5
Items-BC-02610967-US,BC-0001,4,19,3
Items-BC-02610967-US,BC-0001,4,20,7
Items-BC-02610967-US,BC-0001,4,21,9
Items-BC-02610967-US,BC-0001,4,22,11
Items-BC-02610967-US,BC-0001,4,23,9
Items-BC-02610967-US,BC-0001,5,0,6
Items-BC-02610967-US,BC-0001,5,1,10
Items-BC-02610967-US,BC-0001,5,2,9
Items-BC-02610967-US,BC-0001,5,3,8
Items-BC-02610967-US,BC-0001,5,4,9
Items-BC-02610967-US,BC-0001,5,5,10
Items-BC-02610967-US,BC-0001,5,6,7
Items-BC-02610967-US,BC-0001,5,7,8
Items-BC-02610967-US,BC-0001,5,8,8
Items-BC-02610967-US,BC-0001,5,9,10
Items-BC-02610967-US,BC-0001,5,10,10
Items-BC-02610967-US,BC-0001,5,11,4
Items-BC-02610967-US,BC-0001,5,12,5
Items-BC-02610967-US,BC-0001,5,13,3
Items-BC-02610967-US,BC-0001,5,14,5
Items-BC-02610967-US,BC-0001,6,9,2
Items-BC-02610967-US,BC-0001,6,10,10
Items-BC-02610967-US,BC-0001,6,11,6
Items-BC-02610967-US,BC-0001,6,12,16
Items-BC-02610967-US,BC-0001,6,13,10
Items-BC-02610967-US,BC-0001,6,14,11
Items-BC-02610967-US,BC-0001,6,16,6
Items-BC-02610967-US,BC-0001,6,17,2
Items-BC-02610967-US,BC-0001,6,18,2
Items-BC-02610967-US,BC-0001,6,19,6
Items-BC-02610967-US,BC-0001,6,20,14
Items-BC-02610967-US,BC-0001,6,21,14
Items-BC-02610967-US,BC-0001,6,22,9
Items-BC-02610967-US,BC-0001,9,18,4
Items-BC-02610967-US,BC-0001,9,19,4
Items-BC-02610967-US,BC-0001,9,20,9
Items-BC-02610967-US,BC-0001,9,21,10
Items-BC-02610967-US,BC-0001,9,22,8
Items-BC-02610967-US,BC-0001,9,23,7
Items-BC-02610967-US,BC-0001,10,0,10
Items-BC-02610967-US,BC-0001,10,1,10
Items-BC-02610967-US,BC-0001,10,2,11
Items-BC-02610967-US,BC-0001,10,3,9
Items-BC-02610967-US,BC-0001,10,4,9
Items-BC-02610967-US,BC-0001,10,5,8
Items-BC-02610967-US,BC-0001,10,6,8
Items-BC-02610967-US,BC-0001,10,7,7
Items-BC-02610967-US,BC-0001,10,8,2
Items-BC-02647288-JP,BC-0001,4,9,8
Items-BC-02647288-JP,BC-0001,4,10,9
Items-BC-02647288-JP,BC-0001,4,11,11
Items-BC-02647288-JP,BC-0001,4,12,9
Items-BC-02647288-JP,BC-0001,4,13,8
Items-BC-02647288-JP,BC-0001,4,14,6
Items-BC-02647288-JP,BC-0001,4,15,11
Items-BC-02647288-JP,BC-0001,4,16,16
Items-BC-02647288-JP,BC-0001,4,17,9
Items-BC-02647288-JP,BC-0001,4,18,16
Items-BC-02647288-JP,BC-0001,4,19,17
Items-BC-02647288-JP,BC-0001,4,20,8
Items-BC-02647288-JP,BC-0001,4,21,7
Items-BC-02647288-JP,BC-0001,4,22,10
Items-BC-02647288-JP,BC-0001,4,23,8
Items-BC-02647288-JP,BC-0001,5,0,6
Items-BC-02647288-JP,BC-0001,5,1,9
Items-BC-02647288-JP,BC-0001,5,2,7
Items-BC-02647288-JP,BC-0001,5,3,5
Items-BC-02647288-JP,BC-0001,5,4,6
Items-BC-02647288-JP,BC-0001,5,5,5
Items-BC-02647288-JP,BC-0001,5,6,6
Items-BC-02647288-JP,BC-0001,5,7,3
Items-BC-02647288-JP,BC-0001,5,8,3
Items-BC-02647288-JP,BC-0001,5,9,3
Items-BC-02647288-JP,BC-0001,5,10,5
Items-BC-02647288-JP,BC-0001,5,11,4
Items-BC-02647288-JP,BC-0001,5,12,5
Items-BC-02647288-JP,BC-0001,5,13,5
Items-BC-02647288-JP,BC-0001,5,14,4
Items-BC-02647288-JP,BC-0001,5,15,5
Items-BC-02647288-JP,BC-0001,7,10,3
Items-BC-02647288-JP,BC-0001,7,11,8
Items-BC-02647288-JP,BC-0001,7,12,12
Items-BC-02647288-JP,BC-0001,7,13,12
Items-BC-02647288-JP,BC-0001,7,14,14
Items-BC-02647288-JP,BC-0001,7,15,5
Items-BC-02647288-JP,BC-0001,7,16,12
Items-BC-02647288-JP,BC-0001,7,17,14
Items-BC-02647288-JP,BC-0001,7,18,12
Items-BC-02647288-JP,BC-0001,7,19,11
Items-BC-02647288-JP,BC-0001,7,20,6
Items-BC-02647288-JP,BC-0001,7,21,10
Items-BC-02647288-JP,BC-0001,7,22,3
Items-BC-02647288-JP,BC-0001,7,23,4
Items-BC-02647288-JP,BC-0001,8,12,6
Items-BC-02647288-JP,BC-0001,8,13,4
Items-BC-02647288-JP,BC-0001,8,14,4
Items-BC-02647288-JP,BC-0001,8,15,6
Items-BC-02647288-JP,BC-0001,8,16,6
Items-BC-02647288-JP,BC-0001,8,17,7
Items-BC-02647288-JP,BC-0001,8,18,6
Items-BC-02647288-JP,BC-0001,8,19,8
Items-BC-02647288-JP,BC-0001,8,20,10
Items-BC-02647288-JP,BC-0001,8,21,7
Items-BC-02647288-JP,BC-0001,8,22,7
Items-BC-02647288-JP,BC-0001,8,23,7
Items-BC-02647288-JP,BC-0001,9,0,8
Items-BC-02647288-JP,BC-0001,9,1,6
Items-BC-02647288-JP,BC-0001,9,2,8
